2026-02-14,o3-mini,PDDL_Unit_action,0,True,1505.8249855041504,11,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 1], [2, 0], [3, 1]], [[1, 0], [2, 0]], [[1, 1], [2, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,1,True,1030.5243875980377,7,"[2, 1]","[[[1, 0]], [[1, 1], [2, 1], [3, 1], [4, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 1]]]"
2026-02-14,o3-mini,PDDL_Unit_action,2,True,125.92544889450073,2,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,4,True,689.487788438797,8,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 1], [2, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,5,True,858.4504067897797,10,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,6,False,697.6260006427765,2,"[5, 1]","[[[1, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 1], [4, 0], [5, 1]]]"
2026-02-14,o3-mini,PDDL_Unit_action,7,True,26.714303016662598,0,"[1, 0]","[[[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,8,True,1099.6849074363708,12,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 1], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,10,True,1115.1562778949738,8,"[1, 1]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2026-02-14,o3-mini,PDDL_Unit_action,11,True,95.88841438293457,1,"[1, 0]","[[[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,12,False,1237.9260640144348,4,"[5, 0]","[[[1, 0]], [[1, 1], [2, 0]], [[1, 1]], [[1, 0], [2, 0]], [[1, 1], [2, 1], [3, 1], [4, 1], [5, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,14,True,983.2300863265991,9,"[1, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 1], [2, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-02-14,o3-mini,PDDL_Unit_action,15,False,710.0142312049866,2,"[5, 1]","[[[1, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 1], [4, 0], [5, 1]]]"
